complex_name,address,arena,community_centre,indoor_pool,indoor_soccer,library,outdoor_pool,fitness_leisure_centre,skate_park,spray_pad,wading_pool,location_1,geometry,:@computed_region_6rfj_69jf,:@computed_region_38v8_cedi
Varsity View C.C - Tom Brown Tot Lot,315 Laxdal Rd,False,True,False,False,False,False,False,False,False,False,"{'latitude': '49.86394023455981', 'longitude': '-97.25938514189859', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'MultiPolygon', 'coordinates': [[[[-97.25938514189859, 49.86394023455981], [-97.25887742243464, 49.8639210851268], [-97.25880972607283, 49.86391853181424], [-97.25853048198579, 49.863907998582846], [-97.2583908593312, 49.863902730805854], [-97.25793530916637, 49.86388554578612], [-97.25792907947094, 49.863953935312914], [-97.25792285114623, 49.8640223248593], [-97.25791662141069, 49.864090714383494], [-97.25791039304586, 49.8641591039273], [-97.25790416327018, 49.8642274934489], [-97.25789793486524, 49.8642958829901], [-97.25789633437287, 49.86431345308303], [-97.25789170501712, 49.864364273408114], [-97.25788547657206, 49.864432662946726], [-97.25787924671614, 49.86450105246315], [-97.25787301823094, 49.864569441999166], [-97.25786678833491, 49.864637831512994], [-97.25786055980961, 49.86470622104642], [-97.2578543312319, 49.86477461147754], [-97.25784386505441, 49.8648895060358], [-97.25783763645529, 49.86495789556444], [-97.2578314064453, 49.8650262850709], [-97.25782517780605, 49.86509467459696], [-97.25781894914674, 49.86516306412172], [-97.25781271907658, 49.86523145362428], [-97.25780649037713, 49.86529984314645], [-97.25780026023449, 49.86536823354543], [-97.25779403149494, 49.865436623064994], [-97.25778468694102, 49.865539207770546], [-97.25778157256485, 49.865573402079356], [-97.25777534237429, 49.865641791574134], [-97.25776911355449, 49.865710181088524], [-97.25776288329148, 49.86577857147973], [-97.25821864999361, 49.86579580082697], [-97.25835831524168, 49.86580108022041], [-97.2584979805245, 49.865806359445855], [-97.25839454444498, 49.86694374804406], [-97.25853421072947, 49.866949052411535], [-97.25860192731679, 49.86695162505891], [-97.25861311908456, 49.866828515486105], [-97.25863177370873, 49.866623333782314], [-97.25864420865541, 49.866486545353084], [-97.25865664348963, 49.86634975781766], [-97.2586690796669, 49.866212969398966], [-97.25868151434089, 49.866076181853174], [-97.25869395035792, 49.86593939342411], [-97.258706384904, 49.86580260496897], [-97.25871882072848, 49.865665817428535], [-97.25873125511433, 49.86552902896304], [-97.25874617735194, 49.86536488371331], [-97.2587685591174, 49.86511866535434], [-97.25927651395668, 49.86513784752564], [-97.25929289134005, 49.86495728216753], [-97.25878497299317, 49.86493810510502], [-97.25879740834364, 49.86480131663284], [-97.25872969277448, 49.864798760292125], [-97.25874958777173, 49.8645798996146], [-97.25881730303648, 49.864582455940514], [-97.25932515259653, 49.86460162374989], [-97.25934252266399, 49.86441011471661], [-97.25934931004632, 49.86433528321478], [-97.2593549299393, 49.86427332306048], [-97.25936733713466, 49.86413653139918], [-97.25937974425007, 49.863999739732705], [-97.25938514189859, 49.86394023455981]]]]}",15,217
Weston Memorial C.C,1625 Logan Ave,False,True,False,False,False,False,False,False,False,False,"{'latitude': '49.92065249217619', 'longitude': '-97.19193886708157', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'MultiPolygon', 'coordinates': [[[[-97.19193886708157, 49.92065249217619], [-97.191750313357, 49.9208980574441], [-97.19172014529421, 49.92093734815459], [-97.1915315907102, 49.92118291305237], [-97.19143731128104, 49.921305695802346], [-97.19124648518718, 49.92155421381974], [-97.19121632209948, 49.9215934981799], [-97.19112217428194, 49.92171610822436], [-97.19107509065327, 49.92177742610885], [-97.19102800693723, 49.92183874307329], [-97.19098092310011, 49.92190006001667], [-97.19093383910833, 49.92196137783795], [-97.19088675502913, 49.922022694739205], [-97.19083967079524, 49.922084012518376], [-97.19079258647396, 49.922145329377486], [-97.19074550199798, 49.92220664711452], [-97.19069841743462, 49.92226796393152], [-97.19065133271654, 49.92232928162642], [-97.19060424791108, 49.92239059840129], [-97.19054305852657, 49.92247028397048], [-97.19088718095585, 49.9225618057588], [-97.191028832481, 49.92259947849166], [-97.19137295542333, 49.922690997935774], [-97.19156966077178, 49.92274331084038], [-97.19191378719044, 49.922834828721356], [-97.19205544034386, 49.92287250021585], [-97.19239956860068, 49.922964017572234], [-97.1925962748178, 49.92301632873547], [-97.19294040519213, 49.92310784360796], [-97.1930820599738, 49.923145513864085], [-97.19342619218625, 49.923237028211936], [-97.19362290066444, 49.92328933765547], [-97.19392779547695, 49.92337041491252], [-97.19397007332164, 49.92331543082363], [-97.19398894677855, 49.92329088440558], [-97.19406500816898, 49.92331522842911], [-97.19409331492265, 49.92327834935802], [-97.19414048501957, 49.92321689219767], [-97.19418765638736, 49.923155435037856], [-97.19423482627475, 49.92309397693625], [-97.1943291684026, 49.92297106251093], [-97.19437633789177, 49.922909605244875], [-97.19442350865182, 49.92284814797937], [-97.19447067932391, 49.92278668979374], [-97.19444839887517, 49.9226273060996], [-97.19444835246279, 49.92257839182578], [-97.194448062491, 49.92226970005936], [-97.19441422482845, 49.92225886670645], [-97.19422412411683, 49.922198002074424], [-97.19412907394293, 49.92216756964326], [-97.19403402389031, 49.92213713713534], [-97.19393897531778, 49.92210670547132], [-97.19384392550771, 49.92207627280988], [-97.1937488758189, 49.92204584007168], [-97.19365382625136, 49.92201540725674], [-97.1935587768051, 49.92198497436502], [-97.19342190664159, 49.92194115113083], [-97.19323180982096, 49.921880285816734], [-97.19313676091318, 49.92184985258424], [-97.19304171212666, 49.921819419274954], [-97.19313640924351, 49.921696785671834], [-97.19332470682274, 49.921451149442035], [-97.19335483530695, 49.92141184781028], [-97.1935431306703, 49.92116621029071], [-97.19345949589349, 49.92113942989959], [-97.19336445527759, 49.92110899607407], [-97.19326941474934, 49.92107856307077], [-97.19317437573471, 49.92104813001242], [-97.19307933544899, 49.92101769685563], [-97.19298429528452, 49.92098726362211], [-97.19288925663366, 49.92095683033353], [-97.19279421671172, 49.92092639694652], [-97.19269917691102, 49.920895963482764], [-97.19260413865757, 49.920865529065], [-97.1925090990994, 49.92083509544776], [-97.1924140596625, 49.92080466175378], [-97.19231902034684, 49.92077422798306], [-97.19222398254482, 49.920743794157296], [-97.19212894347169, 49.92071336023311], [-97.19203390451982, 49.92068292623216], [-97.19193886708157, 49.92065249217619]]]]}",13,28
Red River C.C,293 Murray Rd,False,True,False,False,False,False,False,False,False,False,"{'latitude': '49.95444668307287', 'longitude': '-97.09951466763879', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'MultiPolygon', 'coordinates': [[[[-97.09951466763879, 49.95444668307287], [-97.09821629229083, 49.955280967094566], [-97.10096439354638, 49.956529823906436], [-97.1019980466156, 49.95557881465624], [-97.09951466763879, 49.95444668307287]]]]}",2,5
East Elmwood C.C,927 Beach Ave,False,True,False,False,False,False,False,False,False,True,"{'latitude': '49.90542221803179', 'longitude': '-97.08009703995245', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'MultiPolygon', 'coordinates': [[[[-97.08009703995245, 49.90542221803179], [-97.08030501747568, 49.90493738513883], [-97.08081081683108, 49.903758232429354], [-97.07940842668239, 49.903507372931486], [-97.0793823191096, 49.90351691680487], [-97.07936873322214, 49.90354857572241], [-97.07876133188945, 49.90496394505848], [-97.07877452380968, 49.904983400523726], [-97.08009703995245, 49.90542221803179]]]]}",1,47
John Yuzyk Park-Sinclair Park C.C - Robertson Site,665 Radford St,False,True,False,False,False,False,False,False,False,True,"{'latitude': '49.93415828060084', 'longitude': '-97.16061093113844', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'MultiPolygon', 'coordinates': [[[[-97.16061093113844, 49.93415828060084], [-97.16002077442411, 49.93396869419228], [-97.15952091901244, 49.93461060180462], [-97.15939508702776, 49.93477220087612], [-97.15913966460963, 49.93510019351064], [-97.1597297306459, 49.93528950404237], [-97.16011107161711, 49.93479997386911], [-97.16036653278519, 49.934472027404155], [-97.16061093113844, 49.93415828060084]]]]}",12,158
Chornick Park,45 Chornick Dr,False,False,False,False,False,False,False,True,False,False,"{'latitude': '49.94716907615087', 'longitude': '-97.06327019375617', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'MultiPolygon', 'coordinates': [[[[-97.06327019375617, 49.94716907615087], [-97.0634308709637, 49.94707400465128], [-97.06380194358061, 49.9472387808317], [-97.06382097152942, 49.94722941879818], [-97.06383958289734, 49.94722089088856], [-97.06385956005842, 49.94721230719954], [-97.06387897391873, 49.94720455150472], [-97.06389821307174, 49.94719742341098], [-97.06392001943424, 49.94718994843761], [-97.06393941167296, 49.94718377508857], [-97.06396237484863, 49.947177075931876], [-97.06398477097807, 49.94717049383235], [-97.06400289316572, 49.94716462248639], [-97.06358882323181, 49.94698054520565], [-97.06391017450923, 49.94679040105619], [-97.06398572304784, 49.94668365004895], [-97.06407758851002, 49.946553973288665], [-97.06416944986772, 49.946424386318654], [-97.06426131432747, 49.94629470939573], [-97.0643531553124, 49.94616501993635], [-97.06476275510023, 49.9462858344447], [-97.06488643490775, 49.94611131204853], [-97.06447699164329, 49.94599058603378], [-97.06419140015677, 49.945928951107895], [-97.06184829712191, 49.945051469580704], [-97.0614244302655, 49.94503460713613], [-97.06142186495329, 49.94507366616626], [-97.06142144342446, 49.945104411028495], [-97.06142281332262, 49.94513870031185], [-97.06142611671083, 49.94517409643916], [-97.06143097761432, 49.94520773725294], [-97.06143815917204, 49.945243455392145], [-97.06144914656925, 49.94528548186226], [-97.06145758527197, 49.945312128399266], [-97.06146865426042, 49.94534713348708], [-97.0614788877075, 49.9453855991611], [-97.06148661958065, 49.94542190828694], [-97.06149280657588, 49.9454597558654], [-97.06149694408433, 49.94549487303574], [-97.06149957878358, 49.94553442261198], [-97.06150015491164, 49.945579757924286], [-97.06149910747551, 49.945609148123594], [-97.06149560258604, 49.94565079003122], [-97.06149128857992, 49.945683660864745], [-97.06148442213251, 49.9457217403194], [-97.0614761292791, 49.945757781090535], [-97.06146539163889, 49.945796304506956], [-97.06145387369777, 49.94583115315205], [-97.06143846073964, 49.945871357084876], [-97.06142453623771, 49.945903417558746], [-97.06140451712695, 49.94594420947802], [-97.06138812408598, 49.94597439456183], [-97.06136430134772, 49.946014100824854], [-97.0613448813746, 49.94604372850888], [-97.06131810324055, 49.946081236225076], [-97.0612949337677, 49.9461111516982], [-97.06126362528254, 49.94614861747353], [-97.06123863665997, 49.94617640026773], [-97.06120585764525, 49.946210344121724], [-97.06117596165193, 49.94623926184417], [-97.0632467455178, 49.947158665854175], [-97.06327019375617, 49.94716907615087]]]]}",10,10
Louis Riel Library,1168 Dakota St,False,False,False,False,True,False,False,False,False,False,"{'latitude': '49.81972622022978', 'longitude': '-97.09933343313376', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'MultiPolygon', 'coordinates': [[[[-97.09933343313376, 49.81972622022978], [-97.09931803082368, 49.819823932617226], [-97.09930764567325, 49.81992230482095], [-97.09930230486047, 49.82002107940034], [-97.0993020166611, 49.820119746310496], [-97.09930676183455, 49.82021829947152], [-97.09931652802577, 49.82031648227922], [-97.10020626982329, 49.82017277763445], [-97.10065306417381, 49.81995873904762], [-97.10009895184102, 49.819474537220614], [-97.09954046064655, 49.81974208165147], [-97.09933343313376, 49.81972622022978]]]]}",7,88
Fort Rouge Park,295 River Ave,False,False,False,False,False,False,False,False,True,False,"{'latitude': '49.88212208450351', 'longitude': '-97.14255283863801', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'MultiPolygon', 'coordinates': [[[[-97.14255283863801, 49.88212208450351], [-97.14256391723343, 49.882119748822625], [-97.14179423427267, 49.881160408613894], [-97.14179329925734, 49.88115924319079], [-97.14177070499886, 49.88116681208442], [-97.14154620307521, 49.88088698311697], [-97.13998705271783, 49.881409268701915], [-97.14094438473694, 49.882602554075916], [-97.1409819081416, 49.88259306076623], [-97.14101328012445, 49.882580880916045], [-97.1410519490387, 49.882556314984505], [-97.14110178866201, 49.88254173277732], [-97.14113750342837, 49.88252521497275], [-97.14117608347378, 49.882506584298284], [-97.1412087671579, 49.88249649428893], [-97.14122914251205, 49.88248791594892], [-97.14125966582466, 49.882476082224386], [-97.14139223653056, 49.88243503187474], [-97.14141987825042, 49.88242935847684], [-97.1415670191903, 49.88240401301521], [-97.14166689904765, 49.8823732322485], [-97.14170258243388, 49.88235752332082], [-97.14174003745923, 49.88234643025277], [-97.14176865054277, 49.88234446030912], [-97.14179085312149, 49.88236442542553], [-97.1417989508364, 49.882367433653904], [-97.14181138442119, 49.88236628372443], [-97.14182916808171, 49.88235631447624], [-97.14183211778912, 49.882333874175295], [-97.14184053888462, 49.88232483423783], [-97.14195350747679, 49.882286707219734], [-97.1421705745044, 49.88223117916462], [-97.14222878488606, 49.88221610098959], [-97.14233113252163, 49.88218266069511], [-97.14238534279426, 49.882166618829615], [-97.14244415547793, 49.88215397885893], [-97.14251283893144, 49.88213079294811], [-97.14254176004154, 49.882124420183295], [-97.14255283863801, 49.88212208450351]]]]}",6,57
Tuxedo C.C,368 Southport Blvd,False,True,False,False,False,False,False,False,False,False,"{'latitude': '49.865864397228265', 'longitude': '-97.2145186409482', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'MultiPolygon', 'coordinates': [[[[-97.2145186409482, 49.865864397228265], [-97.21570350541755, 49.865911512610985], [-97.21598284580112, 49.86592261918294], [-97.21602181321936, 49.865512462487104], [-97.21803615098747, 49.865592551756684], [-97.218088098241, 49.86504563438883], [-97.21817861384515, 49.86409263082579], [-97.21737947810887, 49.864109392699035], [-97.21591804668586, 49.86419516969924], [-97.21466568312074, 49.86431681338089], [-97.21460957776868, 49.86490732621387], [-97.21455761437204, 49.865454223968456], [-97.2145186409482, 49.865864397228265]]]]}",15,34
Cindy Klassen Recreation Complex,1111 Wall St,True,False,True,False,True,False,False,True,False,True,"{'latitude': '49.90058918790964', 'longitude': '-97.18149547358375', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'MultiPolygon', 'coordinates': [[[[-97.18149547358375, 49.90058918790964], [-97.18160174564531, 49.899223156976646], [-97.1817470761495, 49.89735491811458], [-97.18170745690816, 49.89732668826534], [-97.17875914043128, 49.89723569879572], [-97.17875212028271, 49.89732687858301], [-97.17874509867755, 49.89741805924531], [-97.17872403791844, 49.89769159948733], [-97.17871701618907, 49.89778278014126], [-97.17870297545431, 49.89796514058765], [-97.17869595366557, 49.898056320336266], [-97.1786819127445, 49.8982386807702], [-97.1786748908287, 49.89832986141152], [-97.17865382913786, 49.898603401590925], [-97.17864680709789, 49.89869458222398], [-97.17863276574195, 49.898876942628576], [-97.17862928105208, 49.8989221839015], [-97.17862574310098, 49.89896813673983], [-97.17861872236227, 49.899059316487424], [-97.17861170016694, 49.89915049710993], [-97.17859765850041, 49.89933285749371], [-97.17859063624576, 49.89942403721107], [-97.17857659439285, 49.89960639758222], [-97.17857030404899, 49.8996880732226], [-97.17856957201111, 49.89969757819229], [-97.17854850892255, 49.8999711182776], [-97.17854148641655, 49.90006229887929], [-97.17852744412879, 49.900244659221194], [-97.17852042156345, 49.900335838917655], [-97.17851340032495, 49.900427019532856], [-97.17850802572875, 49.90049681077503], [-97.18145888632284, 49.90058805703467], [-97.18149547358375, 49.90058918790964]]]]}",3,70
Valour C.C - Orioles Site,444 Burnell St,False,True,False,False,False,False,False,False,False,True,"{'latitude': '49.89021326946301', 'longitude': '-97.17161971020276', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'MultiPolygon', 'coordinates': [[[[-97.17161971020276, 49.89021326946301], [-97.17078598743427, 49.89018748080553], [-97.17074404356697, 49.89076165062156], [-97.17070436893773, 49.8913047532825], [-97.17067989307648, 49.891639782289964], [-97.17151038482783, 49.89166524875241], [-97.17153560355395, 49.89133031519237], [-97.17157648853343, 49.89078732313177], [-97.17161971020276, 49.89021326946301]]]]}",3,168
St. James-Assiniboia Library,1910 Portage Ave,False,False,False,False,True,False,False,False,False,False,"{'latitude': '49.87839537361661', 'longitude': '-97.22127588858869', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'MultiPolygon', 'coordinates': [[[[-97.22127588858869, 49.87839537361661], [-97.22186924294446, 49.878383108748665], [-97.22194531416365, 49.87761365663792], [-97.22135196925485, 49.877625922000064], [-97.22127588858869, 49.87839537361661]]]]}",13,32
Westdale C.C,550 Dale Blvd,False,True,False,False,False,True,False,False,True,True,"{'latitude': '49.861804205949696', 'longitude': '-97.31607866709274', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'MultiPolygon', 'coordinates': [[[[-97.31607866709274, 49.861804205949696], [-97.31608124933904, 49.86177912065033], [-97.31641578143265, 49.861793507877074], [-97.31641973489792, 49.86174794383114], [-97.31642049627638, 49.861747976609934], [-97.31642592048534, 49.86169560781263], [-97.31651083238175, 49.860875704653296], [-97.31651253113218, 49.86085929650364], [-97.31474634655866, 49.86078307687429], [-97.31462216258852, 49.8610661628718], [-97.31469569256842, 49.861069335980986], [-97.31443548708612, 49.861662484935884], [-97.31565912256491, 49.86171519548814], [-97.31573243256366, 49.8617200521275], [-97.31580533098806, 49.861729204317726], [-97.31587756636218, 49.86174262048672], [-97.31594571720998, 49.86175937491485], [-97.3160128211921, 49.86177992496355], [-97.31607866709274, 49.861804205949696]]]]}",15,223
St. Vital Library,6 Fermor Ave,False,False,False,False,True,False,False,False,False,False,"{'latitude': '49.85206478465322', 'longitude': '-97.11313781528155', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'MultiPolygon', 'coordinates': [[[[-97.11313781528155, 49.85206478465322], [-97.1132417788257, 49.852020009231104], [-97.11334474901524, 49.851972994371685], [-97.1134466776181, 49.85192376209712], [-97.11354476574931, 49.85187377519589], [-97.11364178003062, 49.851821734817335], [-97.1137376774785, 49.85176766401866], [-97.11375775205887, 49.851756076127934], [-97.1137778770521, 49.85174457601331], [-97.11379805207437, 49.8517331638941], [-97.1138183956688, 49.851721773742234], [-97.11383878909983, 49.85171047306241], [-97.11385923197396, 49.85169926207268], [-97.11382049177166, 49.85166927243409], [-97.11404823474543, 49.85154628022134], [-97.11479411811442, 49.851290888467865], [-97.11539348630876, 49.85108549321905], [-97.11537397996916, 49.85106115547883], [-97.11317130857195, 49.851816126066275], [-97.11313781528155, 49.85206478465322]]]]}",11,21
Beryl Watts Park / Vince Leah C.C,1295 Salter St,False,True,False,False,False,False,False,False,False,True,"{'latitude': '49.95243838221549', 'longitude': '-97.11775103823238', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'MultiPolygon', 'coordinates': [[[[-97.11775103823238, 49.95243838221549], [-97.11722932165476, 49.95226959993462], [-97.11724454985001, 49.95225003308902], [-97.11743699847447, 49.95200275231045], [-97.11753182857812, 49.95203337970426], [-97.11762665876866, 49.95206400792067], [-97.11772148768793, 49.95209463603812], [-97.11781631815741, 49.95212526320294], [-97.11791114871377, 49.95215589119036], [-97.1181006409988, 49.952063956448995], [-97.11810248934412, 49.95206156579378], [-97.11829223223513, 49.951816150338836], [-97.11869780692724, 49.95194704223039], [-97.11973657887323, 49.95130364068744], [-97.11965594548468, 49.95127760605857], [-97.11234542774757, 49.94891686363836], [-97.11228152782546, 49.94900067298248], [-97.1122179928761, 49.94908400330752], [-97.11215372014225, 49.949168301895746], [-97.11209057613452, 49.9492511197447], [-97.11202671986744, 49.94933487101327], [-97.1119631585338, 49.949418235128164], [-97.11189929981914, 49.9495019880145], [-97.11183573864565, 49.9495853503342], [-97.11177183561861, 49.94966916172962], [-97.11176340962874, 49.94968021272999], [-97.11170641081112, 49.94975374939465], [-97.11164355478175, 49.94983484265632], [-97.11157524751036, 49.949922968443715], [-97.11155625904402, 49.94994746462801], [-97.11148885499772, 49.95003442582385], [-97.11142154471904, 49.95012126437709], [-97.11135868418508, 49.95020236146496], [-97.11129053066034, 49.950290286745734], [-97.11125471997521, 49.95033648628445], [-97.11122578920477, 49.95037379522701], [-97.1111594251602, 49.95045937763747], [-97.1110944588283, 49.95054315597669], [-97.11102790263804, 49.95062898419509], [-97.11071277299503, 49.95052700955641], [-97.11052307481684, 49.9507723515822], [-97.11437610411406, 49.95201755457892], [-97.11526737775328, 49.9523055647812], [-97.1156594995582, 49.95241234994965], [-97.11571935588023, 49.952431138494056], [-97.11577949308263, 49.95244900761756], [-97.11583989704357, 49.952465953124005], [-97.11590147175514, 49.95248220587819], [-97.1159632918298, 49.95249749886655], [-97.11602534230862, 49.952511828388566], [-97.11631420963285, 49.95256261510626], [-97.1166064081914, 49.95258798485375], [-97.11689970593025, 49.95258774383594], [-97.11718742383238, 49.952562480036484], [-97.11747190370541, 49.95251256959057], [-97.11775103823238, 49.95243838221549]]]]}",4,1
Central Park,400 Cumberland Ave,False,False,False,False,False,False,False,False,True,True,"{'latitude': '49.897185274410404', 'longitude': '-97.14967748772123', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'MultiPolygon', 'coordinates': [[[[-97.14967748772123, 49.897185274410404], [-97.14958950444226, 49.897023286626066], [-97.14951928627228, 49.89689400666393], [-97.14944906843503, 49.896764727559706], [-97.14941395967129, 49.89670008754274], [-97.14937885099933, 49.896635447515514], [-97.14930863393074, 49.8965061674303], [-97.14923841722927, 49.89637688730406], [-97.14916820089495, 49.896247607136786], [-97.14909798492772, 49.896118326928494], [-97.14902777071921, 49.8959890467014], [-97.14895755545183, 49.89585976731003], [-97.14888734058593, 49.895730486978664], [-97.14881712608714, 49.89560120660629], [-97.14874691195544, 49.895471926192876], [-97.14865420775037, 49.89530127019822], [-97.14858397574508, 49.895171969601535], [-97.14851374274987, 49.89504266804264], [-97.14844351151348, 49.89491336646493], [-97.14837328060992, 49.89478406574513], [-97.14830304871643, 49.89465476406312], [-97.14823281858173, 49.89452546236228], [-97.14816258877985, 49.89439616151938], [-97.1480923593796, 49.89426685973646], [-97.14760686619417, 49.89437687339012], [-97.14767705013139, 49.89450620532693], [-97.14774723586167, 49.89463553634607], [-97.14781742195902, 49.8947648673242], [-97.14788760699744, 49.89489419913805], [-97.14795779382892, 49.895023530034216], [-97.1480279810275, 49.89515286088939], [-97.14809816859315, 49.89528219170358], [-97.14816835509988, 49.89541152335349], [-97.14826080687637, 49.895581821807234], [-97.14818096610347, 49.89560034840118], [-97.1476950169057, 49.89571061513346], [-97.14776505268878, 49.895839761114544], [-97.14783508880322, 49.895968907953765], [-97.14790512531785, 49.896098053853216], [-97.14797516077222, 49.89622720058857], [-97.14804519798398, 49.89635634730536], [-97.14811517056307, 49.89648537316539], [-97.14818527353928, 49.89661463971751], [-97.14825531188282, 49.8967437854129], [-97.14831483196235, 49.896853537114566], [-97.14897629290004, 49.897065529077224], [-97.14908515697994, 49.89710041845882], [-97.14915324903903, 49.897122240954], [-97.14955982590881, 49.89725254177687], [-97.14956563911306, 49.897256011819046], [-97.14957173820196, 49.89725895046688], [-97.14957807472426, 49.897261334375735], [-97.1495845983426, 49.89726314460782], [-97.14959125723327, 49.89726436678264], [-97.14959799849801, 49.89726499119123], [-97.14960476858415, 49.89726501287327], [-97.14961151371006, 49.89726443165653], [-97.14961818029239, 49.8972632521582], [-97.14962471537177, 49.89726148374822], [-97.14963106703347, 49.89725914047485], [-97.14963718481982, 49.897256240953084], [-97.1496430201311, 49.89725280821675], [-97.14964852661151, 49.89724886953552], [-97.14965366051754, 49.89724445619832], [-97.14965825570944, 49.89723974383978], [-97.14966242569818, 49.89723465136439], [-97.14966613917315, 49.8972292170093], [-97.14966936825151, 49.89722348157866], [-97.14967208868755, 49.8972174881373], [-97.14967428005473, 49.897211281687305], [-97.14967592589903, 49.89720490883016], [-97.14967701386253, 49.89719841741683], [-97.1496775357762, 49.897191856188456], [-97.14967748772123, 49.897185274410404]]]]}",3,212
Michaëlle Jean Park / Norquay C.C,65 Granville St,False,True,False,False,False,False,False,False,False,True,"{'latitude': '49.9120535359128', 'longitude': '-97.12877229913373', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'MultiPolygon', 'coordinates': [[[[-97.12877229913373, 49.9120535359128], [-97.12850508672261, 49.91163027929714], [-97.12899144151066, 49.91149562980566], [-97.12901582344216, 49.91140585466794], [-97.12837668707836, 49.910593205005924], [-97.12798337674054, 49.910093102404964], [-97.12795166647616, 49.91005278114004], [-97.1279119805757, 49.910065845076346], [-97.12774041342574, 49.90984899859498], [-97.12764038904393, 49.90972257561314], [-97.12731351138797, 49.909904454970075], [-97.12702405128051, 49.90999974121841], [-97.12634236076183, 49.90948888921173], [-97.12537879932988, 49.91002526305321], [-97.12544141870389, 49.91006689617976], [-97.12552931012146, 49.91011716023732], [-97.12561692640097, 49.91017452583664], [-97.12572855038927, 49.91025215848229], [-97.12588488546291, 49.91037472429538], [-97.12599268057262, 49.910452339757704], [-97.12602561738329, 49.91048660346148], [-97.12613601698087, 49.91058148633043], [-97.12616536593534, 49.910618480452634], [-97.12622259228947, 49.91067225559084], [-97.12626906320551, 49.91072099056499], [-97.1263312170399, 49.910799262239706], [-97.12634849371001, 49.91084226775602], [-97.12637224049858, 49.91086927677169], [-97.1264472169588, 49.910904219773215], [-97.12647447886924, 49.91092678807083], [-97.1264899884384, 49.91095429359208], [-97.12650589849187, 49.91097505932674], [-97.12653770886989, 49.91099887046536], [-97.12660814237685, 49.91108276274036], [-97.12661726602144, 49.91111331330206], [-97.12661697211543, 49.91115684439205], [-97.1266217312223, 49.91117044349246], [-97.12665297773947, 49.91123415363812], [-97.12667732362507, 49.91125649486474], [-97.1266948768061, 49.911267212714066], [-97.1267130457752, 49.91128360736593], [-97.12676463728664, 49.911307378274415], [-97.12679921478215, 49.91132808579736], [-97.12681167297791, 49.91134447810906], [-97.12683012413608, 49.91135359134542], [-97.12686410611514, 49.91138967068935], [-97.12686912419153, 49.911396767873974], [-97.12687071363216, 49.91142764643088], [-97.12688273662808, 49.911451677459134], [-97.12691858735661, 49.91149345383441], [-97.1269441412688, 49.9115097878659], [-97.12696680315025, 49.911528863618976], [-97.12705075620413, 49.91156584020061], [-97.12706092449106, 49.91158741259321], [-97.1270613345483, 49.91160918713512], [-97.12709250115466, 49.911656824483885], [-97.12711869108878, 49.91171067792982], [-97.12715106566307, 49.91174871011909], [-97.12718196457175, 49.91179247526444], [-97.12723657551632, 49.911903726198865], [-97.12726416857524, 49.91194294041417], [-97.12727772537494, 49.91197006707003], [-97.12728782520824, 49.912001070498334], [-97.12733884868544, 49.91210785587507], [-97.12746641307756, 49.912309965307124], [-97.12747895879252, 49.91232411020451], [-97.12749077024955, 49.912335634689214], [-97.12750501745872, 49.91236698752672], [-97.12751077139258, 49.91238576758673], [-97.12857385651762, 49.912105797717494], [-97.12857582105963, 49.91210528073483], [-97.12877229913373, 49.9120535359128]]]]}",4,85
Mandeville Park / Deer Lodge Tennis Court,2050 Ness Ave,False,False,False,False,False,False,True,False,False,False,"{'latitude': '49.88372941030869', 'longitude': '-97.23253017321191', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'MultiPolygon', 'coordinates': [[[[-97.23253017321191, 49.88372941030869], [-97.23163782545325, 49.88366267519201], [-97.23155454443508, 49.884552511719384], [-97.23245021459009, 49.88458724529279], [-97.23253017321191, 49.88372941030869]]]]}",13,165
