name,latitude,longitude,stop_number,direction,street
Westbound Mountain at Fife,49.93276,-97.17087,30519,Westbound,Mountain Avenue
Westbound Church at Milner,49.93809,-97.17584,30557,Westbound,Church Avenue
Eastbound Church at Milner,49.93808,-97.17626,30558,Eastbound,Church Avenue
Southbound Fife at Redwood,49.93068,-97.17357,30762,Southbound,Fife Street
Northbound Fife at Redwood,49.93069,-97.17335,30825,Northbound,Fife Street
Southbound Fife at Church,49.93562,-97.16975,30535,Southbound,Fife Street
Westbound Church at Fife,49.93623,-97.17005,30533,Westbound,Church Avenue
Westbound Burrows at Shaughnessy,49.9297,-97.17753,30542,Westbound,Burrows Avenue
Eastbound Burrows at Lawrence,49.93012,-97.17961,30548,Eastbound,Burrows Avenue
Eastbound Burrows at Shaughnessy,49.92926,-97.17675,30543,Eastbound,Burrows Avenue
Westbound Mountain at McPhillips West,49.93204,-97.1686,30520,Westbound,Mountain Avenue
Westbound Church at Sheppard,49.93913,-97.17905,30559,Westbound,Church Avenue
Southbound Sheppard at Church,49.93903,-97.17968,31047,Southbound,Sheppard Street
Northbound Sheppard at Church,49.93935,-97.17921,31048,Northbound,Sheppard Street
Eastbound Church at Sheppard,49.93925,-97.17986,30560,Eastbound,Church Avenue
Eastbound Mountain at McPhillips West,49.93162,-97.16774,30477,Eastbound,Mountain Avenue
Eastbound Burrows at McNichol,49.92835,-97.17408,30540,Eastbound,Burrows Avenue
Westbound Burrows at McNichol,49.9284,-97.17342,30525,Westbound,Burrows Avenue
Southbound McPhillips at Mountain,49.93169,-97.16686,30467,Southbound,McPhillips Street
Southbound McPhillips at Boyd,49.9302,-97.16813,30478,Southbound,McPhillips Street
Northbound McPhillips at Mountain,49.93187,-97.16625,30476,Northbound,McPhillips Street
Northbound McPhillips at Boyd,49.9299,-97.16802,30479,Northbound,McPhillips Street
Eastbound Mountain at McPhillips East,49.93137,-97.16637,30475,Eastbound,Mountain Avenue
Westbound Mountain at McPhillips East,49.9315,-97.16623,30466,Westbound,Mountain Avenue
Northbound McPhillips at Machray,49.93477,-97.16375,30462,Northbound,McPhillips Street
Southbound McPhillips at Machray,49.9352,-97.16376,30463,Southbound,McPhillips Street
Eastbound Burrows at McPhillips,49.92705,-97.16999,31089,Eastbound,Burrows Avenue
Westbound Burrows at McPhillips,49.92717,-97.16961,30488,Westbound,Burrows Avenue
Southbound McPhillips at Burrows,49.92714,-97.16932,30487,Southbound,McPhillips Street
Northbound McPhillips at Burrows,49.9272,-97.16891,31078,Northbound,McPhillips Street
Eastbound Burrows at McPhillips,49.9269,-97.16952,30489,Eastbound,Burrows Avenue
Eastbound Mountain at Radford,49.93052,-97.16376,30474,Eastbound,Mountain Avenue
Eastbound Inkster at Bunting,49.9419,-97.16941,30568,Eastbound,Inkster Boulevard
Westbound Mountain at Radford,49.93065,-97.16357,30468,Westbound,Mountain Avenue
Eastbound Inkster at Milner,49.94271,-97.172,30569,Eastbound,Inkster Boulevard
Westbound Inkster at Bunting,49.94214,-97.1694,30567,Westbound,Inkster Boulevard
Westbound Inkster at Milner,49.94298,-97.17209,30570,Westbound,Inkster Boulevard
Eastbound Inkster at Sheppard,49.94377,-97.17532,30572,Eastbound,Inkster Boulevard
Westbound Inkster at Sheppard,49.94403,-97.17537,30571,Westbound,Inkster Boulevard
Southbound Sheppard at Inkster,49.94432,-97.17561,31046,Southbound,Sheppard Street
Northbound Sheppard at Inkster,49.94438,-97.17534,31049,Northbound,Sheppard Street
Northbound McPhillips at Inkster,49.93843,-97.16054,30448,Northbound,McPhillips Street
Southbound McPhillips at Inkster,49.9387,-97.1607,30439,Southbound,McPhillips Street
Southbound Fife at Mapleglen,49.94261,-97.1654,31050,Southbound,Fife Street
Eastbound Inkster at Hutchings,49.94496,-97.17896,30574,Eastbound,Inkster Boulevard
Northbound Fife at Mapleglen,49.94276,-97.16507,31055,Northbound,Fife Street
Eastbound Inkster at McPhillips,49.93885,-97.15987,31015,Eastbound,Inkster Boulevard
Westbound Inkster at McPhillips,49.93908,-97.15982,31016,Westbound,Inkster Boulevard
Eastbound Mapleglen at Manor House,49.94479,-97.16887,30587,Eastbound,Mapleglen Drive
Eastbound Mapleglen at Maberley,49.94372,-97.1655,30841,Eastbound,Mapleglen Drive
Westbound Mapleglen at Marbury,49.94505,-97.16928,30839,Westbound,Mapleglen Drive
Westbound Inkster at Hutchings,49.94553,-97.17997,30573,Westbound,Inkster Boulevard
Westbound Mapleglen at Maberley,49.94391,-97.16569,30838,Westbound,Mapleglen Drive
Westbound Inkster at Wiginton,49.93842,-97.1578,30441,Westbound,Inkster Boulevard
Eastbound Inkster at Wiginton,49.93806,-97.15741,30447,Eastbound,Inkster Boulevard
Eastbound Inkster at Mandalay,49.94583,-97.18285,30576,Eastbound,Inkster Boulevard
Westbound Mountain at Airlies,49.92896,-97.15831,30470,Westbound,Mountain Avenue
Northbound Sheppard at Mapleglen,49.9467,-97.17357,31083,Northbound,Sheppard Street
Westbound Inkster at Mandalay,49.94603,-97.18232,30575,Westbound,Inkster Boulevard
Eastbound Mountain at Airlies,49.92876,-97.15828,30472,Eastbound,Mountain Avenue
Southbound Sheppard at Mapleglen,49.9468,-97.17372,31082,Southbound,Sheppard Street
Eastbound Mapleglen at Bender,49.94288,-97.1614,30842,Eastbound,Mapleglen Drive
Westbound Mapleglen at Dobrinsky,49.9431,-97.16147,30837,Westbound,Mapleglen Drive
Westbound Inkster at Wyatt,49.94604,-97.18587,30579,Westbound,Inkster Boulevard
Southbound McPhillips at Mapleglen,49.94201,-97.15784,30437,Southbound,McPhillips Street
Eastbound Mapleton at Madrill,49.94826,-97.17709,30636,Eastbound,Mapleton Drive
Westbound Mapleton at Madrigal,49.94831,-97.1768,30635,Westbound,Mapleton Drive
Northbound McPhillips at Mapleglen,49.94194,-97.15744,30436,Northbound,McPhillips Street
Eastbound Mapleton at Rozmus East,49.94876,-97.17884,30637,Eastbound,Mapleton Drive
Westbound Mapleton at Neville,49.9489,-97.17893,30634,Westbound,Mapleton Drive
Westbound Inkster at Airlies,49.93689,-97.15299,30443,Westbound,Inkster Boulevard
Eastbound Inkster at Airlies,49.9366,-97.15284,30445,Eastbound,Inkster Boulevard
Southbound Mandalay at Mapleton,49.94922,-97.1827,30632,Southbound,Mandalay Drive
Eastbound Jefferson at Marbury,49.9485,-97.16568,30586,Eastbound,Jefferson Avenue
Northbound Mandalay at Mapleton,49.9493,-97.18252,30633,Northbound,Mandalay Drive
Eastbound Jefferson at Maberley,49.94746,-97.16247,30582,Eastbound,Jefferson Avenue
Westbound Jefferson at Masterton,49.94847,-97.16486,30584,Westbound,Jefferson Avenue
Westbound Mountain at Sinclair,49.92742,-97.15348,30315,Westbound,Mountain Avenue
Westbound Jefferson at Maynard,49.94744,-97.16165,30581,Westbound,Jefferson Avenue
Eastbound Mountain at Sinclair,49.92717,-97.15333,30317,Eastbound,Mountain Avenue
Eastbound Jefferson at Watson,49.94621,-97.15852,31085,Eastbound,Jefferson Avenue
Westbound Jefferson at Watson,49.9466,-97.159,30392,Westbound,Jefferson Avenue
Eastbound Jefferson at Sheppard,49.95022,-97.16894,30589,Eastbound,Jefferson Avenue
Southbound Sheppard at Jefferson,49.95046,-97.16967,31045,Southbound,Sheppard Street
Southbound McPhillips at Jefferson,49.94493,-97.15526,30424,Southbound,McPhillips Street
Eastbound Jefferson at McPhillips West,49.94515,-97.15523,30754,Eastbound,Jefferson Avenue
Westbound Jefferson at Sheppard,49.95093,-97.16936,30590,Westbound,Jefferson Avenue
Westbound Jefferson at McPhillips West,49.94551,-97.1556,30396,Westbound,Jefferson Avenue
Northbound McPhillips at Jefferson,49.94491,-97.15482,30423,Northbound,McPhillips Street
Westbound Jefferson at McPhillips East,49.94509,-97.15453,30399,Westbound,Jefferson Avenue
Eastbound Jefferson at McPhillips East,49.94477,-97.1541,30421,Eastbound,Jefferson Avenue
Southbound Pipeline at Blechner,49.94928,-97.16119,30507,Southbound,Pipeline Road
Southbound Arlington at Mountain,49.92613,-97.1514,30305,Southbound,Arlington Street
Northbound Arlington at Mountain,49.92679,-97.15065,30288,Northbound,Arlington Street
Westbound Mountain at Arlington,49.92653,-97.15075,30289,Westbound,Mountain Avenue
Northbound Pipeline at Blechner,49.94942,-97.16086,30390,Northbound,Pipeline Road
Southbound Arlington at Church,49.92924,-97.14909,30303,Southbound,Arlington Street
Eastbound Mountain at Arlington,49.92634,-97.15075,30304,Eastbound,Mountain Avenue
Eastbound Inkster at Parr,49.93341,-97.14299,31051,Eastbound,Inkster Boulevard
Westbound Inkster at Parr,49.93344,-97.14234,31054,Westbound,Inkster Boulevard
Eastbound Inkster at Sinclair,49.93477,-97.14723,30444,Eastbound,Inkster Boulevard
Westbound Inkster at Sinclair,49.93499,-97.14716,30759,Westbound,Inkster Boulevard
Southbound Arlington at Atlantic,49.93257,-97.14645,30300,Southbound,Arlington Street
Northbound Arlington at Atlantic,49.93234,-97.14636,30284,Northbound,Arlington Street
Southbound Sinclair at Carruthers,49.93633,-97.14666,30432,Southbound,Sinclair Street
Northbound Sinclair at Dahlia,49.93657,-97.14626,30431,Northbound,Sinclair Street
Northbound Sinclair at Primrose South,49.93812,-97.14504,30430,Northbound,Sinclair Street
Southbound Arlington at Cathedral,49.93105,-97.14763,30302,Southbound,Arlington Street
Southbound Sinclair at Cherryhill,49.93835,-97.14509,30429,Southbound,Sinclair Street
Northbound Arlington at Cathedral,49.93077,-97.14757,30286,Northbound,Arlington Street
Eastbound Inkster at McGregor,49.93179,-97.13797,31011,Eastbound,Inkster Boulevard
Westbound Inkster at McGregor,49.93198,-97.13779,31014,Westbound,Inkster Boulevard
Southbound McGregor at Polson,49.93111,-97.13816,30234,Southbound,McGregor Street
Northbound McGregor at Lansdowne,49.93245,-97.13686,30233,Northbound,McGregor Street
Southbound McGregor at Smithfield,49.93514,-97.13505,30210,Southbound,McGregor Street
Northbound Arlington at Church,49.92901,-97.14899,30287,Northbound,Arlington Street
Northbound McGregor at Smithfield,49.93535,-97.13461,30229,Northbound,McGregor Street
Northbound McGregor at Cathedral,49.92833,-97.14003,30240,Northbound,McGregor Street
Eastbound Jefferson at Teakwood,49.94029,-97.14016,30414,Eastbound,Jefferson Avenue
Southbound Sinclair at Jefferson,49.94093,-97.14309,30915,Southbound,Sinclair Street
Westbound Jefferson at Teakwood,49.9405,-97.14038,30413,Westbound,Jefferson Avenue
Northbound Sinclair at Jefferson,49.941,-97.14283,30415,Northbound,Sinclair Street
Eastbound Jefferson at Sinclair,49.94121,-97.14304,30416,Eastbound,Jefferson Avenue
Eastbound Inkster at Andrews,49.93075,-97.13471,31052,Eastbound,Inkster Boulevard
Westbound Inkster at Andrews,49.93094,-97.13453,31053,Westbound,Inkster Boulevard
Westbound Jefferson at Sinclair,49.94141,-97.14323,30412,Westbound,Jefferson Avenue
Eastbound Jefferson at McKenzie,49.93867,-97.13515,30224,Eastbound,Jefferson Avenue
Southbound McGregor at Machray,49.9272,-97.14118,30241,Southbound,McGregor Street
Westbound Jefferson at McKenzie,49.93878,-97.13505,30223,Westbound,Jefferson Avenue
Eastbound Jefferson at Airlies East,49.94214,-97.14593,30417,Eastbound,Jefferson Avenue
Westbound Jefferson at Airlies East,49.94228,-97.14596,30411,Westbound,Jefferson Avenue
Southbound McGregor at Jefferson,49.93787,-97.13295,30220,Southbound,McGregor Street
Eastbound Jefferson at McGregor,49.93796,-97.13294,30222,Eastbound,Jefferson Avenue
Westbound Jefferson at McGregor,49.93797,-97.13253,30219,Westbound,Jefferson Avenue
Northbound McGregor at Jefferson,49.93809,-97.1325,30221,Northbound,McGregor Street
Westbound Jefferson at Andrews,49.93735,-97.13061,30187,Westbound,Jefferson Avenue
Eastbound Jefferson at Andrews,49.93698,-97.12988,30534,Eastbound,Jefferson Avenue
Eastbound Jefferson at Tulip,49.94339,-97.14982,30419,Eastbound,Jefferson Avenue
Northbound Sinclair at Forest Park,49.94388,-97.14014,30408,Northbound,Sinclair Street
Eastbound Inkster at Salter,49.92934,-97.13036,31010,Eastbound,Inkster Boulevard
Southbound Sinclair at Forest Park,49.94423,-97.13983,30914,Southbound,Sinclair Street
Westbound Inkster at Salter,49.9295,-97.13009,31013,Westbound,Inkster Boulevard
Southbound Salter at Inkster,49.92917,-97.13027,31028,Southbound,Salter Street
Southbound Salter at Matheson,49.93081,-97.12901,30146,Southbound,Salter Street
Westbound Jefferson at Tulip,49.94391,-97.15099,30401,Westbound,Jefferson Avenue
Northbound Salter at Inkster,49.92954,-97.12968,31023,Northbound,Salter Street
Northbound Salter at Matheson,49.93084,-97.12868,30147,Northbound,Salter Street
Eastbound Jefferson at Powers,49.93637,-97.128,30186,Eastbound,Jefferson Avenue
Southbound Salter at Bannerman,49.92698,-97.13195,30152,Southbound,Salter Street
Northbound McGregor at Hartford,49.94057,-97.13058,30216,Northbound,McGregor Street
Southbound McGregor at Belmont,49.94074,-97.13074,30215,Southbound,McGregor Street
Northbound Salter at Bannerman,49.92717,-97.13153,30153,Northbound,Salter Street
Westbound Jefferson at Powers,49.93633,-97.12743,30185,Westbound,Jefferson Avenue
Southbound Salter at Rupertsland,49.93352,-97.12689,30144,Southbound,Salter Street
Northbound Salter at Rupertsland,49.93328,-97.12682,30145,Northbound,Salter Street
Northbound Salter at Machray,49.92512,-97.1331,30159,Northbound,Salter Street
Southbound Sinclair at Lincrest,49.94573,-97.13809,30406,Southbound,Sinclair Street
Eastbound Jefferson at Salter,49.93555,-97.12546,30141,Eastbound,Jefferson Avenue
Northbound Sinclair at Lincrest,49.94586,-97.13778,30407,Northbound,Sinclair Street
Northbound Salter at Jefferson,49.93533,-97.12511,30143,Northbound,Salter Street
Southbound Salter at Jefferson,49.93578,-97.12512,30140,Southbound,Salter Street
Westbound Jefferson at Salter,49.9355,-97.12488,30139,Westbound,Jefferson Avenue
Northbound Sinclair at Kingsbury,49.94706,-97.13698,30385,Northbound,Sinclair Street
Southbound McGregor at Kingsbury,49.94349,-97.12861,30211,Southbound,McGregor Street
Southbound Salter at Hartford,49.93762,-97.12372,30136,Southbound,Salter Street
Southbound Sinclair at Kingsbury,49.94729,-97.13715,30755,Southbound,Sinclair Street
Northbound McGregor at Kingsbury,49.94355,-97.12829,30212,Northbound,McGregor Street
Northbound Salter at Hartford,49.93769,-97.1234,30135,Northbound,Salter Street
Northbound McPhillips at Stardust,49.94721,-97.15281,30398,Northbound,McPhillips Street
Westbound Jefferson at Aikins,49.93474,-97.12251,30108,Westbound,Jefferson Avenue
Eastbound Jefferson at Aikins,49.9346,-97.1225,30109,Eastbound,Jefferson Avenue
Westbound Inkster at Main,49.92778,-97.12469,31012,Westbound,Inkster Boulevard
Eastbound Inkster at Main,49.92758,-97.12482,31009,Eastbound,Inkster Boulevard
Southbound McPhillips at Stardust,49.94757,-97.15294,30395,Southbound,McPhillips Street
Southbound Main at McAdam,49.9298,-97.123,30048,Southbound,Main Street
Southbound Main at Inkster,49.9277,-97.12419,30054,Southbound,Main Street
Northbound Main at McAdam,49.9299,-97.12248,30047,Northbound,Main Street
Southbound Main at Polson,49.92641,-97.12491,30057,Southbound,Main Street
Westbound Matheson at Main,49.92916,-97.12272,31043,Westbound,Matheson Avenue
Northbound Main at Inkster,49.92727,-97.12396,30055,Northbound,Main Street
Southbound Salter at Kilbride,49.93932,-97.12242,30134,Southbound,Salter Street
Eastbound Matheson at Main,49.92896,-97.12254,31040,Eastbound,Matheson Avenue
Northbound Main at Polson,49.9262,-97.12456,30056,Northbound,Main Street
Southbound Main at Jefferson,49.93321,-97.12096,30043,Southbound,Main Street
Northbound Main at Jefferson,49.93307,-97.12061,30044,Northbound,Main Street
Northbound Salter at Semple,49.94001,-97.12157,30133,Northbound,Salter Street
Southbound Salter at Burrin,49.94044,-97.12151,30132,Southbound,Salter Street
Northbound Sinclair at Leila,49.94932,-97.13587,30382,Northbound,Sinclair Street
Eastbound Leila at Diplomat,49.94809,-97.13139,30384,Eastbound,Leila Avenue
Eastbound Leila at Sinclair,49.94959,-97.13604,30381,Eastbound,Leila Avenue
Northbound McGregor at Partridge,49.94585,-97.12651,30206,Northbound,McGregor Street
Eastbound Partridge at McGregor,49.9462,-97.12704,30207,Eastbound,Partridge Avenue
Westbound Leila at Diplomat,49.94838,-97.13154,30355,Westbound,Leila Avenue
Westbound Leila at Sinclair,49.94965,-97.1355,30357,Westbound,Leila Avenue
Southbound McGregor at Partridge,49.94615,-97.12656,37014,Southbound,McGregor Street
Northbound Salter at Burrin,49.94092,-97.12088,30131,Northbound,Salter Street
Southbound Sinclair at Leila,49.94986,-97.1357,30358,Southbound,Sinclair Street
Southbound McPhillips at Kingsbury,49.95049,-97.15038,30393,Southbound,McPhillips Street
Southbound Main at Hartford,49.93596,-97.11846,30037,Southbound,Main Street
Northbound McGregor at Leila,49.94631,-97.12613,37012,Northbound,McGregor Street
Westbound Leila at McGregor,49.94674,-97.12677,30205,Westbound,Leila Avenue
Northbound Main at Hartford,49.93594,-97.11806,30038,Northbound,Main Street
Eastbound Leila at Garden Park,49.95118,-97.14093,30378,Eastbound,Leila Avenue
Northbound McPhillips at Kingsbury,49.9512,-97.14929,30386,Northbound,McPhillips Street
Westbound Leila at Garden Park,49.95143,-97.14098,30361,Westbound,Leila Avenue
Northbound Watson at Kingsbury South,49.9504,-97.15523,30925,Northbound,Watson Street
Southbound Garden City Hub at Garden City Hub (F5),49.95188,-97.1456,30379,Southbound,Garden City Centre Terminal
Eastbound Matheson at Cochrane,49.92779,-97.11887,31041,Eastbound,Matheson Avenue
Southbound Watson at Kingsbury South,49.95031,-97.1558,30920,Southbound,Watson Street
Westbound Matheson at Cochrane,49.9279,-97.11878,31042,Westbound,Matheson Avenue
Southbound Main at Kilbride,49.93732,-97.11731,30036,Southbound,Main Street
Northbound Garden City Hub at Garden City Hub (FX2),49.95207,-97.14554,30779,Northbound,Garden City Centre Terminal
Southbound Garden City Hub at Garden City Hub (38),49.95212,-97.1454,30890,Southbound,Garden City Centre Terminal
"Southbound Garden City Hub at Garden City Hub (28, 330, 336)",49.95223,-97.14532,30364,Southbound,Garden City Centre Terminal
Northbound Garden City Hub at Garden City Hub (332),49.95223,-97.14541,30780,Northbound,Garden City Centre Terminal
Northbound Main at Kilbride,49.93756,-97.11666,30035,Northbound,Main Street
Northbound Main at Burrin,49.93918,-97.11545,30033,Northbound,Main Street
Southbound Main at Burrin,49.93917,-97.11596,30034,Southbound,Main Street
Southbound Main at Partridge,49.94118,-97.1145,31086,Southbound,Main Street
Westbound Matheson at St. Cross,49.92692,-97.11572,30854,Westbound,Matheson Avenue
Eastbound Matheson at St. Cross,49.92674,-97.11563,30858,Eastbound,Matheson Avenue
Southbound Main at Leila,49.9421,-97.11377,30029,Southbound,Main Street
