name,latitude,longitude,stop_number,direction,street
Westbound River at Bryce,49.88057,-97.14249,10169,Westbound,River Avenue
Westbound River at Osborne,49.87944,-97.14584,10170,Westbound,River Avenue
Eastbound Broadway at Edmonton,49.88651,-97.14439,10586,Eastbound,Broadway
Northbound Osborne at River,49.87948,-97.1465,10171,Northbound,Osborne Street
Southbound Osborne at River,49.87918,-97.14654,10172,Southbound,Osborne Street
Westbound Broadway at Edmonton,49.88692,-97.14404,10593,Westbound,Broadway
Eastbound Stradbrook at Scott,49.8791,-97.14058,10188,Eastbound,Stradbrook Avenue
Southbound Donald at River,49.88196,-97.13735,10166,Southbound,Donald Street
Northbound Donald at River,49.88248,-97.13689,17010,Northbound,Donald Street
Westbound River at Donald,49.88245,-97.13686,11016,Westbound,River Avenue
Eastbound Stradbrook at Osborne,49.87804,-97.14374,10187,Eastbound,Stradbrook Avenue
Eastbound Stradbrook at Donald,49.87995,-97.13803,10730,Eastbound,Stradbrook Avenue
Northbound Donald at Stradbrook,49.88048,-97.13751,17009,Northbound,Donald Street
Southbound Donald at Stradbrook,49.8798,-97.13799,10153,Southbound,Donald Street
Northbound Osborne at Stradbrook,49.87768,-97.14459,10186,Northbound,Osborne Street
Eastbound Broadway at Donald,49.88742,-97.14042,10588,Eastbound,Broadway
Westbound River at Norquay,49.87848,-97.14871,10173,Westbound,River Avenue
Westbound Broadway at Donald,49.88764,-97.14084,10591,Westbound,Broadway
Southbound Donald at Broadway,49.88782,-97.14046,10673,Southbound,Donald Street
Southbound Osborne at Wardlaw,49.87699,-97.14414,10185,Southbound,Osborne Street
Southbound Southwest Transitway at Harkness Station,49.88077,-97.13545,11027,Southbound,Southwest Transitway
Eastbound Broadway at Smith,49.88788,-97.13836,10589,Eastbound,Broadway
Westbound Broadway at Smith,49.88812,-97.13877,10590,Westbound,Broadway
Northbound Southwest Transitway at Harkness Station,49.88093,-97.1349,11028,Northbound,Southwest Transitway
Northbound Smith at Broadway,49.88842,-97.13904,10651,Northbound,Smith Street
Westbound Stradbrook at Harkness,49.88179,-97.13433,10161,Westbound,Stradbrook Avenue
Eastbound Stradbrook at Nassau,49.87646,-97.14839,10184,Eastbound,Stradbrook Avenue
Eastbound Mayfair at Queen Elizabeth,49.88453,-97.13312,10157,Eastbound,Mayfair Avenue
Southbound Donald at St. Mary,49.89039,-97.14185,10671,Southbound,Donald Street
Northbound Osborne at Osborne Junction,49.87514,-97.14229,10066,Northbound,Osborne Street
Southbound Queen Elizabeth at Stradbrook,49.88392,-97.13209,10159,Southbound,Queen Elizabeth Way
Westbound Broadway at Main,49.8888,-97.13578,11052,Westbound,Broadway
Northbound Queen Elizabeth at Mayfair,49.88517,-97.13215,10158,Northbound,Queen Elizabeth Way
Southbound Main at Broadway (Union Station),49.88827,-97.13474,10641,Southbound,Main Street
Northbound Smith at St. Mary,49.89088,-97.14038,10652,Northbound,Smith Street
Northbound Main at Broadway (Union Station),49.88927,-97.13486,10625,Northbound,Main Street
Southbound Donald at Graham,49.89171,-97.14258,10670,Southbound,Donald Street
Eastbound Portage at Vaughan (The Bay),49.89121,-97.1497,10580,Eastbound,Portage Avenue
Westbound Portage at Colony,49.89122,-97.15054,10545,Westbound,Portage Avenue
Southbound Pinedale at Walmer,49.87868,-97.13133,50210,Southbound,Pinedale Avenue
Eastbound Portage at Edmonton (Portage Place),49.89203,-97.14758,10581,Eastbound,Portage Avenue
Northbound Smith at Graham South,49.89219,-97.14109,10653,Northbound,Smith Street
Northbound Colony at Portage North,49.89144,-97.15093,17015,Northbound,Colony Street
Westbound Portage at Edmonton (Portage Place),49.89248,-97.14703,10543,Westbound,Portage Avenue
Southbound Main at St. Mary,49.89136,-97.13643,10639,Southbound,Main Street
Eastbound Forks Market at The Forks Market,49.88783,-97.13071,10907,Eastbound,Forks Market Road
Southbound St Mary's at Marion,49.88146,-97.12871,50207,Southbound,St Mary's Road
Southbound Donald at Portage South,49.89312,-97.14333,10669,Southbound,Donald Street
Northbound Main at St. Mary,49.89176,-97.1362,11051,Northbound,Main Street
Eastbound Graham at Fort (Wpg Square),49.8929,-97.13897,10611,Eastbound,Graham Avenue
Eastbound Portage at Donald (Canada Life Centre),49.8935,-97.14358,10582,Eastbound,Portage Avenue
Northbound Israel Asper at Canadian Museum for Human Rights,49.88991,-97.1318,10902,Northbound,Israel Asper Way
Northbound St Mary's at Marion,49.88111,-97.1277,50262,Northbound,St Mary's Road
Eastbound Webb at Vaughan,49.89273,-97.15155,17001,Eastbound,Webb Place
Westbound Graham at Fort (Portage & Main),49.89316,-97.13848,17007,Westbound,Graham Avenue
Westbound Portage at Donald (Canada Life Centre),49.89388,-97.14323,10542,Westbound,Portage Avenue
Eastbound Highfield at Pinedale,49.87544,-97.13103,50212,Eastbound,Highfield Street
Northbound Main at Graham (Portage and Main),49.89316,-97.13696,11060,Northbound,Main Street
Eastbound Marion at St. Mary's,49.8812,-97.12687,50253,Eastbound,Marion Street
Eastbound Ellice at Edmonton,49.89403,-97.14832,10940,Eastbound,Ellice Avenue
Southbound Israel Asper at William Stephenson,49.8916,-97.13261,10939,Southbound,Israel Asper Way
Westbound Goulet at St. Mary's,49.88152,-97.12654,50206,Westbound,Goulet Street
Westbound Ellice at Balmoral,49.89335,-97.15206,10535,Westbound,Ellice Avenue
Westbound Ellice at Edmonton,49.89428,-97.148,11106,Westbound,Ellice Avenue
Southbound Donald at Ellice,49.89457,-97.14412,10668,Southbound,Donald Street
Northbound Smith at Portage North,49.89452,-97.14237,10640,Northbound,Smith Street
Southbound Balmoral at Ellice,49.89338,-97.15249,17016,Southbound,Balmoral Street
Eastbound William Stephenson at Portage and Main Junction,49.89361,-97.13663,10710,Eastbound,William Stephenson Way
Southbound Main at Portage and Main Junction,49.89407,-97.13792,10638,Southbound,Main Street
Northbound Ferndale at Walmer,49.87863,-97.127,51086,Northbound,Ferndale Avenue
Eastbound William Stephenson at Canadian Museum for Human Rights,49.89241,-97.13297,10803,Eastbound,William Stephenson Way
Eastbound Ellice at Donald,49.89493,-97.14433,11104,Eastbound,Ellice Avenue
Westbound Portage at Garry,49.89473,-97.1409,10541,Westbound,Portage Avenue
Southbound Garry at Portage North,49.89479,-97.1413,10648,Southbound,Garry Street
Northbound Balmoral at Ellice North,49.89396,-97.15211,10835,Northbound,Balmoral Street
Westbound Ellice at Donald,49.89509,-97.14442,11105,Westbound,Ellice Avenue
Westbound Eugenie at On-Request Stop,49.87953,-97.12607,50929,Westbound,Eugenie Street
Eastbound Portage at Fort,49.8948,-97.14005,10583,Eastbound,Portage Avenue
Westbound Pioneer at Canadian Museum for Human Rights,49.89253,-97.13263,10804,Westbound,Pioneer Avenue
Northbound Fort at Portage,49.89478,-97.13948,10646,Northbound,Fort Street
Westbound Pioneer at Portage and Main Junction,49.89452,-97.13759,10761,Westbound,Pioneer Avenue
Northbound Kennedy at Qu'Appelle,49.89483,-97.14989,10536,Northbound,Kennedy Street
Eastbound Ellice at Smith,49.89536,-97.14244,11059,Eastbound,Ellice Avenue
Westbound Ellice at Smith,49.89544,-97.14286,11005,Westbound,Ellice Avenue
Northbound Main at Portage and Main Junction,49.89491,-97.1379,10627,Northbound,Main Street
Northbound Israel Asper at William Stephenson,49.89289,-97.13173,10903,Northbound,Israel Asper Way
Southbound Kennedy at Qu'Appelle,49.89519,-97.15035,10696,Southbound,Kennedy Street
Westbound Goulet at Tache,49.88227,-97.12408,50252,Westbound,Goulet Street
Eastbound Portage at Portage and Main Junction,49.89512,-97.13714,10763,Eastbound,Portage Avenue
Eastbound Highfield at Ferndale,49.87534,-97.12753,50214,Eastbound,Highfield Street
Northbound King at Notre Dame,49.89611,-97.14301,10765,Northbound,King Street
Westbound Highfield at Ferndale,49.87544,-97.12717,51085,Westbound,Highfield Street
Southbound Tache at Rinella (St. Boniface Hospital),49.88464,-97.12379,50952,Southbound,Tache Avenue
Eastbound Marion at Tache,49.8813,-97.12368,50254,Eastbound,Marion Street
Southbound Donald at Notre Dame,49.89631,-97.14399,10667,Southbound,Donald Street
Southbound Tache at Marion,49.8815,-97.12353,50203,Southbound,Tache Avenue
Northbound King at Notre Dame,49.89632,-97.1424,10655,Northbound,King Street
Northbound Tache at Dollard (St. Boniface Hospital),49.88525,-97.12365,50199,Northbound,Tache Avenue
Northbound Tache at Marion,49.88173,-97.12334,50202,Northbound,Tache Avenue
Southbound Ferndale at Coniston,49.87403,-97.12751,50215,Southbound,Ferndale Avenue
Southbound Tache at Eugenie,49.87936,-97.12331,50204,Southbound,Tache Avenue
Northbound Tache at Eugenie,49.8795,-97.12312,50205,Northbound,Tache Avenue
Eastbound Cumberland at Carlton,49.8969,-97.14838,17013,Eastbound,Cumberland Avenue
Eastbound Sargent at Balmoral,49.89616,-97.1526,10488,Eastbound,Sargent Avenue
Southbound Tache at De La Cathedrale,49.88917,-97.12418,50195,Southbound,Tache Avenue
Southbound Balmoral at Sargent,49.89639,-97.15237,10790,Southbound,Balmoral Street
Northbound Balmoral at Sargent,49.89646,-97.1521,10735,Northbound,Balmoral Street
Southbound Waterfront at Lombard,49.89552,-97.13324,11122,Southbound,Waterfront Drive
Westbound Sargent at Balmoral,49.89634,-97.15277,10487,Westbound,Sargent Avenue
Northbound Main at McDermot,49.89699,-97.1386,10628,Northbound,Main Street
Northbound King at McDermot,49.89736,-97.14161,10656,Northbound,King Street
Northbound Waterfront at Lombard,49.89555,-97.13304,11117,Northbound,Waterfront Drive
Northbound Tache at De La Cathedrale,49.88941,-97.12402,50193,Northbound,Tache Avenue
Southbound Main at McDermot,49.89712,-97.1391,10636,Southbound,Main Street
Southbound Tache at St. Mary's,49.87755,-97.12313,51084,Southbound,Tache Avenue
Westbound Notre Dame at Dagmar,49.89766,-97.14714,10767,Westbound,Notre Dame Avenue
Northbound Tache at Provencher,49.89062,-97.12455,51023,Northbound,Tache Avenue
Eastbound Despins at Valade,49.88709,-97.12211,50641,Eastbound,Despins Street
Southbound Tache at Provencher,49.89109,-97.12497,51022,Southbound,Tache Avenue
Northbound Tache at St. Mary's,49.87708,-97.12295,50220,Northbound,Tache Avenue
Westbound Goulet at Kenny,49.88246,-97.12105,50251,Westbound,Goulet Street
Southbound Princess at McDermot,49.8979,-97.14273,10666,Southbound,Princess Street
Southbound St Mary's at Tache,49.87705,-97.12272,50266,Southbound,St Mary's Road
Westbound Provencher at Tache,49.89154,-97.12483,50176,Westbound,Provencher Boulevard
Westbound Highfield at Tache,49.87534,-97.12358,51095,Westbound,Highfield Street
Eastbound Provencher at Tache,49.89139,-97.1245,50177,Eastbound,Provencher Boulevard
Eastbound Marion at Kenny,49.88143,-97.12052,50255,Eastbound,Marion Street
Eastbound Sargent at Young,49.89635,-97.1559,10485,Eastbound,Sargent Avenue
Westbound Sargent at Langside,49.89651,-97.15565,10486,Westbound,Sargent Avenue
Northbound St Mary's at Enfield,49.87697,-97.12201,50267,Northbound,St Mary's Road
Eastbound Coniston at Monck,49.87371,-97.1248,50217,Eastbound,Coniston Street
Northbound Tache at Highfield,49.87505,-97.12309,50219,Northbound,Tache Avenue
Southbound Balmoral at Cumberland,49.89784,-97.1523,10832,Southbound,Balmoral Street
Northbound Balmoral at Cumberland,49.89807,-97.15204,10839,Northbound,Balmoral Street
Eastbound Cumberland at Balmoral,49.89815,-97.15233,10491,Eastbound,Cumberland Avenue
Southbound Main at William (City Hall),49.89904,-97.13908,10635,Southbound,Main Street
Southbound Princess at William (RRC Polytech),49.89934,-97.14163,11145,Southbound,Princess Street
Eastbound William at Princess (RRC Polytech),49.89956,-97.14155,10721,Eastbound,William Avenue
Southbound Aulneau at Dollard,49.88534,-97.11851,50645,Southbound,Aulneau Street
Southbound Waterfront at James,49.89821,-97.1334,11121,Southbound,Waterfront Drive
Southbound Isabel at Notre Dame,49.89916,-97.1518,10750,Southbound,Isabel Street
Westbound William at Princess (RRC Polytech),49.89979,-97.14172,10722,Westbound,William Avenue
Northbound King at William (City Hall),49.89966,-97.13983,10657,Northbound,King Street
Southbound Aulneau at Despins,49.88755,-97.1188,50644,Southbound,Aulneau Street
Westbound Goulet at Traverse,49.88259,-97.11774,50250,Westbound,Goulet Street
Southbound St Joseph at Notre Dame,49.89353,-97.12339,50834,Southbound,St Joseph Street
Eastbound Marion at Traverse,49.88154,-97.11769,50256,Eastbound,Marion Street
Northbound Isabel at Notre Dame,49.89955,-97.15123,10751,Northbound,Isabel Street
Northbound Aulneau at Hamel,49.88797,-97.11866,50184,Northbound,Aulneau Street
Northbound St Joseph at Notre Dame,49.89372,-97.1233,50830,Northbound,St Joseph Street
Westbound Notre Dame at Isabel,49.89941,-97.15257,10769,Westbound,Notre Dame Avenue
Northbound Waterfront at James,49.89869,-97.13292,11118,Northbound,Waterfront Drive
Northbound Main at James (Concert Hall),49.89991,-97.13782,10629,Northbound,Main Street
Southbound Aulneau at De La Cathedrale,49.88995,-97.11924,50181,Southbound,Aulneau Street
Eastbound James at Main,49.90015,-97.13841,10788,Eastbound,James Avenue
Northbound Aulneau at De La Cathedrale,49.88962,-97.11888,50182,Northbound,Aulneau Street
Westbound Provencher at Aulneau,49.89248,-97.12117,50175,Westbound,Provencher Boulevard
Southbound St Joseph at Aubert,49.89515,-97.12438,50833,Southbound,St Joseph Street
Eastbound Provencher at Aulneau,49.89231,-97.12096,57013,Eastbound,Provencher Boulevard
Southbound Aulneau at Masson,49.89142,-97.12013,50178,Southbound,Aulneau Street
Northbound St Joseph at Aubert,49.89526,-97.12424,50831,Northbound,St Joseph Street
Northbound Aulneau at Masson,49.8916,-97.12002,50179,Northbound,Aulneau Street
Southbound Des Meurons at Goulet,49.88325,-97.1112,50235,Southbound,Des Meurons Street
Westbound Goulet at Braemar,49.88272,-97.11465,50249,Westbound,Goulet Street
Northbound Des Meurons at Goulet,49.88332,-97.11095,50236,Northbound,Des Meurons Street
Westbound Goulet at Des Meurons,49.88287,-97.11066,50248,Westbound,Goulet Street
Eastbound Marion at Braemar,49.88168,-97.1143,50257,Eastbound,Marion Street
Southbound Des Meurons at Marion,49.88162,-97.11097,50233,Southbound,Des Meurons Street
Northbound Des Meurons at Marion,49.88164,-97.11078,50234,Northbound,Des Meurons Street
Eastbound Marion at Des Meurons,49.88184,-97.11034,50258,Eastbound,Marion Street
Northbound Youville at Goulet,49.88271,-97.10783,50624,Northbound,Youville Street
Eastbound Marion at Youville,49.88196,-97.1073,50259,Eastbound,Marion Street
Southbound Des Meurons at Dubuc,49.87782,-97.11048,50230,Southbound,Des Meurons Street
Northbound Des Meurons at Dubuc,49.87768,-97.11026,57012,Northbound,Des Meurons Street
Southbound Des Meurons at Hamel,49.8886,-97.11188,50241,Southbound,Des Meurons Street
Northbound Des Meurons at Hamel,49.88868,-97.11164,50242,Northbound,Des Meurons Street
Westbound Marion at Dufresne,49.88214,-97.10259,50261,Westbound,Marion Street
Eastbound Marion at Dufresne,49.88195,-97.10162,50260,Eastbound,Marion Street
Southbound Archibald at Kavanagh North,49.88735,-97.10265,50149,Southbound,Archibald Street
Southbound Archibald at Kavanagh,49.88505,-97.1005,50148,Southbound,Archibald Street
Northbound Archibald at Kavanagh,49.88524,-97.10034,50147,Northbound,Archibald Street
Southbound Archibald at Cherrier,49.8838,-97.09985,50146,Southbound,Archibald Street
Northbound St Mary's at Niverville,49.87494,-97.1175,50270,Northbound,St Mary's Road
Westbound Marion at Archibald,49.88204,-97.09974,50621,Westbound,Marion Street
Northbound Archibald at Cherrier,49.88395,-97.09966,50145,Northbound,Archibald Street
Southbound Des Meurons at De La Cathedrale,49.89176,-97.1123,50246,Southbound,Des Meurons Street
Northbound Des Meurons at De La Cathedrale,49.89178,-97.11205,50245,Northbound,Des Meurons Street
Northbound Archibald at Marion,49.88265,-97.09898,50144,Northbound,Archibald Street
Southbound Archibald at Prosper,49.88119,-97.0985,50141,Southbound,Archibald Street
Eastbound Marion at Archibald,49.88182,-97.09806,50142,Eastbound,Marion Street
Southbound Archibald at Messier North,49.89013,-97.103,50154,Southbound,Archibald Street
Northbound Archibald at Messier North,49.89022,-97.10281,50153,Northbound,Archibald Street
Southbound Archibald at Tremblay,49.87961,-97.0977,50138,Southbound,Archibald Street
Eastbound Provencher at St. Jean Baptiste,49.8936,-97.11585,50168,Eastbound,Provencher Boulevard
Westbound Provencher at St. Jean Baptiste,49.89359,-97.1168,50169,Westbound,Provencher Boulevard
Northbound Archibald at Deniset,49.87877,-97.09701,50136,Northbound,Archibald Street
Northbound Archibald at Plinguet,49.89251,-97.10366,50155,Northbound,Archibald Street
Westbound Plinguet at Archibald,49.89288,-97.10345,50738,Westbound,Plinguet Street
Southbound Archibald at Plinguet,49.89347,-97.1044,50156,Southbound,Archibald Street
Westbound Marion at Dupuy,49.88197,-97.09334,50133,Westbound,Marion Street
Eastbound Marion at Dupuy,49.88181,-97.09298,50034,Eastbound,Marion Street
Westbound Provencher at Nadeau,49.89558,-97.10904,50894,Westbound,Provencher Boulevard
Eastbound Provencher at La Fleche,49.89554,-97.10829,50163,Eastbound,Provencher Boulevard
Eastbound Plinguet at Dawson,49.89338,-97.10057,50740,Eastbound,Plinguet Street
Southbound Archibald at Guilbault,49.87565,-97.09567,50132,Southbound,Archibald Street
Westbound Plinguet at Dawson,49.89356,-97.10037,50739,Westbound,Plinguet Street
Northbound Archibald at Guilbault,49.87562,-97.0954,50131,Northbound,Archibald Street
Southbound Dawson at Plinguet,49.89225,-97.0973,50741,Southbound,Dawson Road
Southbound Archibald at Provencher,49.89582,-97.10559,50157,Southbound,Archibald Street
Northbound Dawson at Plinguet,49.89249,-97.09742,50748,Northbound,Dawson Road
Northbound Archibald at Provencher,49.89611,-97.10546,51027,Northbound,Archibald Street
Southbound Dawson at Messier,49.88936,-97.09278,50742,Southbound,Dawson Road
Northbound Dawson at Messier,49.8889,-97.09161,50747,Northbound,Dawson Road
Northbound Dawson at Van Bellegham,49.88756,-97.08977,51000,Northbound,Dawson Road
Southbound Dawson at Van Bellegham,49.88712,-97.08944,50999,Southbound,Dawson Road
Southbound Archibald at La Verendrye,49.89852,-97.10699,50160,Southbound,Archibald Street
Westbound Marion at Panet West,49.88198,-97.08774,50030,Westbound,Marion Street
Northbound Archibald at Mission,49.89882,-97.10686,50161,Northbound,Archibald Street
Eastbound Marion at Panet West,49.88182,-97.0873,50031,Eastbound,Marion Street
Southbound Dawson at Dugald,49.88561,-97.0874,50743,Southbound,Dawson Road
Northbound Dawson at Dugald,49.88566,-97.0872,50928,Northbound,Dawson Road
Southbound St Joseph at Hebert,49.89782,-97.12603,51083,Southbound,St Joseph Street
Northbound St Joseph at Hebert,49.89799,-97.12593,51082,Northbound,St Joseph Street
Northbound Dawson at Panet,49.8841,-97.08509,50745,Northbound,Dawson Road
Southbound Panet at Dawson,49.88253,-97.0828,50753,Southbound,Panet Road
Southbound Panet at Turenne,49.88402,-97.08099,50752,Southbound,Panet Road
Westbound Marion at Dawson,49.88199,-97.08284,50027,Westbound,Marion Street
Southbound Dawson at Panet,49.88263,-97.08337,50744,Southbound,Dawson Road
Eastbound Marion at Dawson,49.88183,-97.08259,50026,Eastbound,Marion Street
Northbound Panet at Turenne,49.88408,-97.08065,50750,Northbound,Panet Road
Westbound Marion at Turenne,49.88199,-97.07875,50640,Westbound,Marion Street
Eastbound Marion at Turenne,49.88183,-97.07847,50639,Eastbound,Marion Street
Southbound Dawson at Panet North,49.88363,-97.08471,50029,Southbound,Dawson Road
Northbound Panet at Dugald,49.88579,-97.079,50751,Northbound,Panet Road
Westbound Dugald at Panet,49.88604,-97.07874,50766,Westbound,Dugald Road
Westbound Marion at Lagimodiere,49.88202,-97.07323,50022,Westbound,Marion Street
Southbound Lagimodiere at Marion,49.88151,-97.07235,50016,Southbound,Lagimodiere Boulevard
Northbound Lagimodiere at Marion,49.88159,-97.07201,50015,Northbound,Lagimodiere Boulevard
Eastbound Dugald at Lagimodiere,49.88589,-97.07238,50754,Eastbound,Dugald Road
Southbound Lagimodiere at Dugald,49.88615,-97.07236,50013,Southbound,Lagimodiere Boulevard
Northbound Lagimodiere at Dugald,49.88582,-97.07202,50014,Northbound,Lagimodiere Boulevard
Westbound Dugald at Lagimodiere,49.88604,-97.07196,50759,Westbound,Dugald Road
Eastbound Dugald at Terracon,49.88575,-97.06004,51014,Eastbound,Dugald Road
Southbound Terracon at Dugald,49.88629,-97.05977,50858,Southbound,Terracon Place
Northbound Terracon at Dugald,49.88657,-97.05962,50853,Northbound,Terracon Place
Westbound Dugald at Terracon,49.88596,-97.05939,51017,Westbound,Dugald Road
Northbound Terracon at Terracon Central,49.88919,-97.05961,50854,Northbound,Terracon Place
Northbound Crossroads Station Access at Wal-Mart,49.89417,-97.06508,40780,Northbound,Crossroads Station Access
Southbound Terracon at Elan,49.89054,-97.05974,50856,Southbound,Terracon Place
Southbound Crossroads Station Access at Regent South,49.89599,-97.0651,40777,Southbound,Crossroads Station Access
Eastbound Nairn at Panet West,49.89903,-97.07352,40230,Eastbound,Nairn Avenue
Eastbound Regent at Panet East,49.8985,-97.07061,40210,Eastbound,Regent Avenue
Northbound Crossroads Station Access at Regent South,49.89623,-97.06479,40778,Northbound,Crossroads Station Access
Westbound Nairn at Panet West,49.89924,-97.07317,40229,Westbound,Nairn Avenue
Westbound Regent at Panet East,49.89885,-97.07104,40209,Westbound,Regent Avenue
Eastbound Regent at Lagimodiere,49.89778,-97.06662,40190,Eastbound,Regent Avenue
Southbound Mazenod at Waters Business Park,49.88229,-97.04968,50872,Southbound,Mazenod Road
Westbound De Baets at Mazenod,49.88434,-97.04896,50871,Westbound,De Baets Street
Eastbound Dugald at Mazenod,49.88574,-97.04872,50756,Eastbound,Dugald Road
Westbound Dugald at Mazenod,49.88595,-97.05048,50757,Westbound,Dugald Road
Westbound De Baets at Beghin,49.88381,-97.0445,50870,Westbound,De Baets Street
Southbound Mazenod at Twin Lakes,49.87891,-97.04967,51079,Southbound,Mazenod Road
Southbound Beghin at Dugald South,49.88523,-97.0432,50001,Southbound,Beghin Avenue
Westbound Dugald at Beghin,49.88595,-97.04383,51016,Westbound,Dugald Road
Northbound Beghin at Dugald South,49.88534,-97.043,50008,Northbound,Beghin Avenue
Eastbound Dugald at Beghin,49.88574,-97.04247,51015,Eastbound,Dugald Road
Northbound Durand at De Baets,49.8828,-97.03929,50005,Northbound,Durand Road
Westbound Durand at Beghin East,49.88449,-97.03949,50006,Westbound,Durand Road
Northbound De Baets at Paquin,49.88161,-97.03653,50876,Northbound,De Baets Street
Eastbound Rougeau at Perry,49.89166,-97.04587,40173,Eastbound,Rougeau Avenue
Westbound Rougeau at Wendilene,49.89189,-97.04645,40172,Westbound,Rougeau Avenue
Eastbound Rougeau at Bernard,49.89231,-97.04949,40176,Eastbound,Rougeau Avenue
Eastbound Rougeau at Bournais,49.89104,-97.04242,40169,Eastbound,Rougeau Avenue
Westbound Rougeau at Bournais,49.89121,-97.04261,40168,Westbound,Rougeau Avenue
Westbound Rougeau at Trudell,49.8925,-97.04981,40177,Westbound,Rougeau Avenue
Eastbound Rougeau at Rizzuto,49.89273,-97.05274,40181,Eastbound,Rougeau Avenue
Westbound Rougeau at Rizzuto,49.89288,-97.05239,40180,Westbound,Rougeau Avenue
Northbound Ray Marius at Camiel Sys,49.87554,-97.0379,51081,Northbound,Ray Marius Road
Eastbound Dugald at Guy Savoie,49.88581,-97.03395,40824,Eastbound,Dugald Road
Eastbound Rougeau at Bachinsky,49.89291,-97.05627,40185,Eastbound,Rougeau Avenue
Westbound Rougeau at Bachinsky,49.89307,-97.05647,40184,Westbound,Rougeau Avenue
Southbound Bournais at Pandora,49.89329,-97.04084,40166,Southbound,Bournais Drive
Northbound Bournais at Pandora,49.89333,-97.04062,40164,Northbound,Bournais Drive
Westbound Dugald at Guy Savoie,49.8861,-97.03174,40823,Westbound,Dugald Road
Northbound De Baets at Camiel Sys North,49.87759,-97.03253,50874,Northbound,De Baets Street
Eastbound Regent at Starlight,49.8952,-97.04576,40175,Eastbound,Regent Avenue
Westbound Regent at Club Regent (Park & Ride),49.89545,-97.04503,40174,Westbound,Regent Avenue
Eastbound Regent at Peguis,49.89567,-97.05477,40183,Eastbound,Regent Avenue
Westbound Regent at Peguis,49.8958,-97.05404,40182,Westbound,Regent Avenue
Westbound Rougeau at Regent,49.8953,-97.05807,40188,Westbound,Rougeau Avenue
Westbound Regent at Owen,49.89544,-97.04226,40170,Westbound,Regent Avenue
Eastbound Regent at Owen,49.89518,-97.04043,40171,Eastbound,Regent Avenue
Westbound Regent at Rougeau,49.89641,-97.05743,40800,Westbound,Regent Avenue
Eastbound Regent at Rougeau,49.89628,-97.05814,40187,Eastbound,Regent Avenue
Westbound Pandora at Heartstone,49.89368,-97.03477,40160,Westbound,Pandora Avenue
Eastbound Pandora at Heartstone,49.89355,-97.03444,40161,Eastbound,Pandora Avenue
Northbound Peguis at Regent,49.89747,-97.05315,40889,Northbound,Peguis Street
Southbound Peguis at Regent,49.89747,-97.05347,40895,Southbound,Peguis Street
Eastbound Regent at Kildonan Place Hub,49.89658,-97.0598,47020,Eastbound,Regent Avenue
Westbound Regent at Kildonan Place Hub,49.8968,-97.05953,40186,Westbound,Regent Avenue
Southbound Kildonan Place at Kildonan Place Hub (F9),49.89696,-97.0597,40789,Southbound,Kildonan Place Terminal
"Northbound Kildonan Place at Kildonan Place Hub (442, 444)",49.89697,-97.05967,40784,Northbound,Kildonan Place Terminal
Southbound Kildonan Place at Kildonan Place Hub (D10),49.89711,-97.05964,40788,Southbound,Kildonan Place Terminal
"Northbound Kildonan Place at Kildonan Place Hub (38, 446)",49.89717,-97.05958,40785,Northbound,Kildonan Place Terminal
Southbound Kildonan Place at Kildonan Place Hub (D17),49.89725,-97.05958,40787,Southbound,Kildonan Place Terminal
"Northbound Kildonan Place at Kildonan Place Hub (48, 440)",49.89735,-97.05955,40786,Northbound,Kildonan Place Terminal
Eastbound Pandora at Atwood,49.89354,-97.03161,40157,Eastbound,Pandora Avenue
Westbound Pandora at Atwood,49.89367,-97.03076,40156,Westbound,Pandora Avenue
Westbound Dugald at Plessis East,49.88608,-97.02462,40136,Westbound,Dugald Road
Eastbound Dugald at Plessis East,49.88595,-97.02453,40137,Eastbound,Dugald Road
Eastbound Regent at Stapon,49.89724,-97.06355,40196,Eastbound,Regent Avenue
Eastbound Regent at Bienvenu,49.89511,-97.03138,40155,Eastbound,Regent Avenue
Southbound Peguis at Almey,49.90017,-97.0512,40894,Southbound,Peguis Street
Westbound Regent at Stapon,49.89761,-97.0641,40195,Westbound,Regent Avenue
Eastbound Pandora at Robson,49.89355,-97.0287,40153,Eastbound,Pandora Avenue
Westbound Regent at Bienvenu,49.89537,-97.03084,40154,Westbound,Regent Avenue
Westbound Pandora at Robson,49.89368,-97.02823,40152,Westbound,Pandora Avenue
Southbound Plessis at Kernaghan,49.89104,-97.02546,40773,Southbound,Plessis Road
Northbound Peguis at Cal Gardner,49.9007,-97.0504,40890,Northbound,Peguis Street
Northbound Plessis at Kernaghan,49.89099,-97.0252,40127,Northbound,Plessis Road
Northbound Moray at Saskatchewan,49.90246,-97.2605,20611,Northbound,Moray Street
Southbound Moray at Saskatchewan,49.90229,-97.2607,20610,Southbound,Moray Street
Eastbound Quail Ridge at Apple East,49.89994,-97.28033,20452,Eastbound,Quail Ridge Road
Westbound Quail Ridge at Apple East,49.89977,-97.28055,20454,Westbound,Quail Ridge Road
Westbound Saskatchewan at Wihuri,49.90338,-97.2516,20607,Westbound,Saskatchewan Avenue
Eastbound Saskatchewan at Wihuri,49.90329,-97.25116,21010,Eastbound,Saskatchewan Avenue
Westbound Apple at Hamilton,49.8998,-97.28702,20434,Westbound,Apple Lane
Westbound Saskatchewan at Saskatchewan Loop,49.9037,-97.24881,20606,Westbound,Saskatchewan Loop
